Cell Line1,Cell Line2,Cell Line3,Protein,Gene,Descrip,Type,Cond
15.592957480110405,15.362461538318247,15.224889415255085,O43852,CALU,Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2,H,TI_CT_PPHE
13.948551750691713,14.757975106583677,14.59104129214525,P06576,ATPB,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3",H,TI_CT_PPHE
11.758796426422899,13.499330146201496,11.767884062195316,P50990,TCPQ,Isoform 2 of T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8,H,TI_CT_PPHE
15.4337949703657,14.03240363432109,14.617810928521664,P60660,MYL6,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2,H,TI_CT_PPHE
15.862585433690839,13.028139459302986,15.608768517953093,P32119,PRDX2,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5,H,TI_CT_PPHE
13.899206473171764,14.191843719544657,14.477503114076443,P40926,MDHM,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",H,TI_CT_PPHE
15.217911002437127,13.546485463788793,18.319628272170892,O60701,UGDH,UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,H,TI_CT_PPHE
14.029077502858895,15.135270368333316,17.82845619477822,P31949,S10AB,Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2,H,TI_CT_PPHE
15.580159665381633,16.14097910837751,15.787624439890376,Q09666,AHNK,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2,H,TI_CT_PPHE
15.015567508802972,13.262916969982998,14.782368484590476,P05388,RLA0,60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1,H,TI_CT_PPHE
17.187285304239772,17.214409697246836,17.446265092979786,P07237,PDIA1,Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3,H,TI_CT_PPHE
15.272797125624017,14.468979878406111,14.914246931587194,P22626,ROA2,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2,H,TI_CT_PPHE
14.0273083606035,14.079009430814349,13.861627214008507,Q06830,PRDX1,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1,H,TI_CT_PPHE
16.032966689824892,16.38078178672381,16.56172003211729,P61604,CH10,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2",H,TI_CT_PPHE
11.341665113907222,15.043715932585119,15.017416967887536,P26038,MOES,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,H,TI_CT_PPHE
15.281225495527007,12.493804967720367,12.153087369042368,P62081,RS7,40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1,H,TI_CT_PPHE
15.667047656143875,14.383403455881416,12.373013038118605,O60814,H2B1K,Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3,H,TI_CT_PPHE
14.544490168649956,15.530776285821746,15.94185203014789,P62277,RS13,40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2,H,TI_CT_PPHE
11.936637956864537,13.597325886092404,12.07857683389104,P0DP23,CALM1,Calmodulin-1 OS=Homo sapiens GN=CALM1 PE=1 SV=1,H,TI_CT_PPHE
11.865290733168246,14.242129611091222,14.11694956506255,P50395,GDIB,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,H,TI_CT_PPHE
14.355831410586465,16.354485848886114,16.52350384679989,P37802,TAGL2,Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3,H,TI_CT_PPHE
12.83767747471268,12.040816552970515,14.45190746714686,P22392,NDKB,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,H,TI_CT_PPHE
11.602421200086386,11.469509770238526,11.771832547852933,P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2,H,TI_CT_PPHE
12.286825626103669,12.170351307653403,11.839604793178204,P05387,RLA2,60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1,H,TI_CT_PPHE
12.001650790793276,14.749785169161497,12.67969162924106,P17931,LEG3,Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5,H,TI_CT_PPHE
13.786714645032099,15.858209040439133,12.18759871809271,P62424,RL7A,60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2,H,TI_CT_PPHE
15.635282354365227,14.370313265923686,15.087541238967956,P09601,HMOX1,Heme oxygenase 1 OS=Homo sapiens GN=HMOX1 PE=1 SV=1,H,TI_CT_PPHE
12.603951937623156,11.911671685927217,13.817663571223113,P26641,EF1G,Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3,H,TI_CT_PPHE
11.619293662386822,12.871655780174835,11.417452718968475,P62851,RS25,40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1,H,TI_CT_PPHE
14.793037108767441,13.598534323793288,13.922624008839097,Q14103,HNRPD,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1,H,TI_CT_PPHE
12.576954854394238,14.030989398789428,13.174742836610191,P29692,EF1D,Isoform 2 of Elongation factor 1-delta OS=Homo sapiens GN=EEF1D,H,TI_CT_PPHE
12.234152427246178,13.468197215463004,11.844909324021737,Q16658,FSCN1,Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3,H,TI_CT_PPHE
13.111831663416803,12.34861256068332,13.677770799705332,Q07065,CKAP4,Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,H,TI_CT_PPHE
14.593293208395881,13.857168240982299,14.002344037436307,P15880,RS2,40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2,H,TI_CT_PPHE
14.801286360510415,15.554426076294515,17.191464002263192,P23396,RS3,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2,H,TI_CT_PPHE
15.431747148270619,15.544198163212224,15.72489268185395,P01023,A2MG,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3,H,TI_CT_PPHE
13.572819854294492,11.890669154394342,12.664575492040438,P16070,CD44,Isoform 10 of CD44 antigen OS=Homo sapiens GN=CD44,H,TI_CT_PPHE
13.063826691195953,14.763050553240905,13.377643184558767,P06748,NPM,Isoform 2 of Nucleophosmin OS=Homo sapiens GN=NPM1,H,TI_CT_PPHE
13.755600465283306,13.107474745330544,15.218965374991075,P08133,ANXA6,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,H,TI_CT_PPHE
12.066798057116229,14.848963097811648,15.781588890206537,Q15084,PDIA6,Isoform 5 of Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6,H,TI_CT_PPHE
16.221431458991248,16.381263224264902,16.680868888912027,P39019,RS19,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2,H,TI_CT_PPHE
14.751306640035711,13.812831967310007,14.32199385716026,P62269,RS18,40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3,H,TI_CT_PPHE
13.467281449238758,12.961025309851442,15.847999582923089,P78371,TCPB,T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4,H,TI_CT_PPHE
14.48893279944708,13.530178997701757,12.563996739197277,P06702,S10A9,Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1,H,TI_CT_PPHE
15.120134493546981,12.420277753197958,14.403904448947555,Q14974,IMB1,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,H,TI_CT_PPHE
12.827035305972267,13.877799441688829,12.695316508229203,Q9H299,SH3L3,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1,H,TI_CT_PPHE
14.624430511454063,13.908222150775615,14.698677928232266,P27824,CALX,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2,H,TI_CT_PPHE
16.21518340092329,18.4269787020626,14.840887246591294,O00571,DDX3X,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3,H,TI_CT_PPHE
13.378760729231482,12.238534200169749,13.967971425629763,P05141,ADT2,ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7,H,TI_CT_PPHE
17.3896486820648,16.699882752684772,17.957150848850464,P19338,NUCL,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,H,TI_CT_PPHE
14.208124727966812,13.918958184248545,14.439950943298225,P16402,H13,Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,H,TI_CT_PPHE
14.26840806197148,12.979531116462546,13.215553359598799,P49368,TCPG,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,H,TI_CT_PPHE
12.951723310483247,13.586574119461803,12.91489047957392,O60664-3,PLIN3,Isoform 3 of Perilipin-3 OS=Homo sapiens GN=PLIN3,H,TI_CT_PPHE
14.249871517998839,13.57125024474996,12.540633667435129,O60506,HNRPQ,Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP,H,TI_CT_PPHE
11.598593418368894,13.480366562229918,11.457624696326189,P15144,AMPN,Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,H,TI_CT_PPHE
16.362593121375358,11.779309577175091,12.420647734013036,P18085,ARF4,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,H,TI_CT_PPHE
14.636927306044385,12.569649729400314,13.17270953296663,P30041,PRDX6,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,H,TI_CT_PPHE
12.064256735385309,13.797317611990167,13.90042181973081,P61353,RL27,60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,H,TI_CT_PPHE
14.11715943640151,15.0582397652107,16.570325222936038,Q02878,RL6,60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3,H,TI_CT_PPHE
14.889375434811697,13.67848119903505,12.424971696131625,Q5D862,FILA2,Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1,H,TI_CT_PPHE
14.22735009230727,14.897071620112426,12.192830980024455,P07858,CATB,Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3,H,TI_CT_PPHE
12.940487252448166,13.274663085170111,14.478667653702423,P60866,RS20,Isoform 2 of 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20,H,TI_CT_PPHE
15.582772110247443,16.726316310968077,15.611628815895664,Q00610,CLH1,Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC,H,TI_CT_PPHE
12.194021697386171,12.59184297476649,14.520053567398486,P05109,S10A8,Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1,H,TI_CT_PPHE
15.246049864423389,11.911939715149918,13.821271912821992,Q00839,HNRPU,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,H,TI_CT_PPHE
13.771980647675436,14.025009049017841,14.841181755294468,O15511-2,ARPC5,Isoform 2 of Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5,H,TI_CT_PPHE
11.653742619575594,12.392818305646545,11.617424086373143,Q16695,H31T,Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3,H,TI_CT_PPHE
18.665881810347905,16.687157481816197,18.05217982133193,Q9P2E9-2,RRBP1,Isoform 1 of Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1,H,TI_CT_PPHE
12.228835588887334,12.88323214812781,12.080678020958198,P62826,RAN,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3,H,TI_CT_PPHE
11.628878116072476,11.817445752059664,12.377763440107854,P07339,CATD,Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1,H,TI_CT_PPHE
12.064226888811646,11.627960392541414,14.17766543385039,P62701,RS4X,"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2",H,TI_CT_PPHE
16.253714798044633,13.38504302037485,16.0182197379011,P61163,ACTZ,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1,H,TI_CT_PPHE
13.869149854291177,12.729556230050363,11.64369758015009,P02655,APOC2,Apolipoprotein C-II OS=Homo sapiens GN=APOC2 PE=1 SV=1,H,TI_CT_PPHE
13.774764555467165,14.103189213820455,12.123110189793172,P46781,RS9,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,H,TI_CT_PPHE
12.665589601702465,13.472150661734107,11.894308054487892,P51149,RAB7A,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1,H,TI_CT_PPHE
11.919756781196533,11.268184481544134,12.20973422686213,Q99584,S10AD,Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1,H,TI_CT_PPHE
13.189259170731427,11.701047978985766,13.086796170963318,P46940,IQGA1,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,H,TI_CT_PPHE
12.439721504428988,16.328584919920374,12.471347603296365,Q96AY3,FKB10,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10 PE=1 SV=1,H,TI_CT_PPHE
13.737783236849763,14.53706691138896,13.66682919422737,P06396-2,GELS,Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN,H,TI_CT_PPHE
14.695925192968271,12.326935382851781,12.45300738583309,Q16881,TRXR1,"Isoform 3 of Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1",H,TI_CT_PPHE
14.975559723974504,17.26353332498888,17.007149131439604,O75874,IDHC,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2,H,TI_CT_PPHE
15.12632804223643,16.531850650915487,15.872342546195204,P04632,CPNS1,Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,H,TI_CT_PPHE
15.303054037164019,14.090214705920946,14.048699055066521,P63244,RACK1,Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3,H,TI_CT_PPHE
13.840101410164094,13.891083362691358,14.04711854940194,P55072,TERA,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,H,TI_CT_PPHE
13.894385387116426,13.609963641460999,14.320182119876392,P61981,1433G,14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,H,TI_CT_PPHE
16.235599618683466,14.034813706073892,14.891995526694377,P62847,RS24,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1,H,TI_CT_PPHE
14.01517035628615,12.245214933417348,14.22312392054069,P62899,RL31,60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1,H,TI_CT_PPHE
13.134065386595703,13.064834310707461,12.864364424013656,Q6ZMT4-2,KDM7A,Isoform 2 of Lysine-specific demethylase 7A OS=Homo sapiens GN=KDM7A,H,TI_CT_PPHE
13.466964569661858,12.362937817493219,12.427352441547603,P02768,ALBU,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,H,TI_CT_PPHE
12.9928298095574,15.126729201792426,13.019797895567786,P17987,TCPA,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1,H,TI_CT_PPHE
14.22519701139686,13.912685219042098,15.077038984835852,P02647,APOA1,Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1,H,TI_CT_PPHE
14.118543287364712,17.06105894016345,13.910584242804331,P62906,RL10A,60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2,H,TI_CT_PPHE
12.190565485448836,12.704503044089423,17.444339649750855,Q9Y616,IRAK3,Interleukin-1 receptor-associated kinase 3 OS=Homo sapiens GN=IRAK3 PE=1 SV=2,H,TI_CT_PPHE
12.666216773436897,13.045576810464581,13.441037963915345,Q9H307,PININ,Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,H,TI_CT_PPHE
14.388945727913018,13.449428683682177,13.231945999504918,Q99471,PFD5,Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2,H,TI_CT_PPHE
11.988775273978938,14.001130122643298,12.593267953655845,Q9NZM1,MYOF,Isoform 2 of Myoferlin OS=Homo sapiens GN=MYOF,H,TI_CT_PPHE
11.865346454407664,11.22513119761007,12.965658758744688,P50452,SPB8,Serpin B8 OS=Homo sapiens GN=SERPINB8 PE=1 SV=2,H,TI_CT_PPHE
12.181452977945876,12.072232889114424,12.860554139670212,P30086,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3,H,TI_CT_PPHE
11.853580657314716,12.496648371538544,11.980986744425449,P35606,COPB2,Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,H,TI_CT_PPHE
14.21258252674688,12.981965175906673,12.339751765269487,Q5T7P8-2,SYT6,Isoform 2 of Synaptotagmin-6 OS=Homo sapiens GN=SYT6,H,TI_CT_PPHE
14.509662863147899,12.41719004706938,12.601817086106074,Q92598-2,HS105,Isoform Beta of Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1,H,TI_CT_PPHE
13.000990669458439,12.886191539547369,16.27087503472794,P63241,IF5A1,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2,H,TI_CT_PPHE
13.742213174733275,13.631180920230692,12.778580778217801,P62837,UB2D2,Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens GN=UBE2D2 PE=1 SV=1,H,TI_CT_PPHE
12.628064709950172,14.322721848309682,14.725959775495152,P62266,RS23,40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3,H,TI_CT_PPHE
13.746718969490825,12.00037989855519,12.68856364527201,P60953,CDC42,Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2,H,TI_CT_PPHE
14.374731980047729,16.250692132532674,16.935629617623157,P41250,GARS,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,H,TI_CT_PPHE
